,Name,coef,pvalue,pcorr,FDR<0.05
2167,YDR036C,0.19999999999999998,0.6059012741795533,0.5021194461185648,False
2168,YKL019W,1.0,0.0,0.0,True
2169,YCR028C-A,0.15,0.7000942309691419,0.5443148241614313,False
2170,YJL115W,0.5499999999999999,0.12497678418833198,0.1527498814050981,False
2171,YNL316C,0.03333333333333333,0.9321567355405039,0.6575709477503209,False
2172,YLR291C,-0.047619047619047616,0.9108491685195836,0.6487331156269299,False
2173,YGL169W,0.9,0.0009430623223403293,0.003827171339941549,True
2174,YEL038W,0.37142857142857144,0.46847813411078737,0.420031621303729,False
2175,YIL068C,0.5,0.6666666666666667,0.5236740335902822,False
2176,YNL244C,0.6833333333333333,0.04244227208707231,0.06714473455202355,False
2177,YOR327C,0.7833333333333333,0.012519873019449882,0.026718855362627428,True
2178,YKL141W,0.3,0.4328453267094823,0.39507439251308873,False
2179,YBL051C,0.047619047619047616,0.9108491685195836,0.6487331156269299,False
2180,YKL100C,0.7857142857142857,0.020815127253525308,0.04012455155191789,True
2181,YER068W,0.31666666666666665,0.4063970144863861,0.37813472473288634,False
2182,YBL069W,0.3333333333333333,0.41975308641975306,0.3897440372309482,False
2183,YKL063C,-0.2833333333333333,0.46003032896571994,0.4132932051186707,False
2184,YKL206C,0.7,0.03576957497026169,0.05967596682127054,False
2185,YKL023W,0.8571428571428571,0.01369732661532567,0.02912652744118622,True
2186,YKR043C,0.6166666666666666,0.07692880993776309,0.10575922324350849,False
2187,YKR100C,-0.047619047619047616,0.9108491685195836,0.6487331156269299,False
2188,YBR122C,0.8666666666666667,0.0024953982859902053,0.0075731497195079935,True
2189,YHR001W-A,0.65,0.05807305801714863,0.0851858269152293,False
2190,YBR078W,0.8166666666666667,0.007224785246358786,0.017361511375548765,True
2191,YBR103W,-0.7,0.1881204043741873,0.21088630286814314,False
2192,YBR129C,0.5166666666666667,0.1543901209862251,0.18241383082146628,False
2193,YHR033W,0.7833333333333333,0.012519873019449882,0.026718855362627428,True
